interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0001569,CUST000157,HCL Pharma Limited,2025-01-23,Web Portal,Collection Call,Explained late payment fees and implications,Company,Geeta Mishra,REP000040,INV0001565,Pending,
INT0001571,CUST000158,Hindustan Pharma Limited,2024-12-24,Call,Payment Confirmation,Confirmed check has been processed,Company,Meena Gupta,REP000017,INV0001575,Follow-up Required,
INT0001572,CUST000158,Hindustan Pharma Limited,2024-11-02,Web Portal,Collection Call,Customer disputed invoice amount,Company,Shalini Mishra,REP000039,INV0001571,Resolved,
INT0001573,CUST000158,Hindustan Pharma Limited,2025-04-03,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Anil Gupta,REP000005,INV0001571,Pending,
INT0001574,CUST000158,Hindustan Pharma Limited,2024-10-05,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Vijay Gupta,REP000003,INV0001571,Follow-up Required,
INT0001575,CUST000158,Hindustan Pharma Limited,2025-01-13,Email,Collection Call,Explained late payment fees and implications,Company,Sunil Joshi,REP000044,INV0001571,Resolved,
INT0001581,CUST000159,Indian Pharma Limited,2024-10-05,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Kavita Mishra,REP000038,INV0001583,Follow-up Required,
INT0001582,CUST000159,Indian Pharma Limited,2025-04-15,Site Visit,Collection Call,Customer disputed invoice amount,Company,Sanjay Joshi,REP000047,INV0001583,Resolved,
INT0001583,CUST000159,Indian Pharma Limited,2025-03-21,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Gupta,REP000019,INV0001583,Pending,
INT0001591,CUST000160,Tech Pharma Limited,2025-01-11,Video Call,Collection Call,Customer promised payment by next week,Company,Sunil Mishra,REP000024,INV0001592,Follow-up Required,
INT0001592,CUST000160,Tech Pharma Limited,2025-01-24,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Sunita Mishra,REP000035,INV0001592,Resolved,
INT0001593,CUST000160,Tech Pharma Limited,2024-12-11,Email,Collection Call,Escalated to manager due to payment delays,Company,Anita Mishra,REP000036,INV0001592,Pending,
INT0001594,CUST000160,Tech Pharma Limited,2025-01-21,Meeting,Account Review,Addressed concerns about recent shipments,Company,Anil Joshi,REP000045,,Follow-up Required,
INT0001595,CUST000160,Tech Pharma Limited,2024-11-21,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Gupta,REP000009,INV0001593,Resolved,
INT0001596,CUST000160,Tech Pharma Limited,2025-03-11,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Geeta Mishra,REP000040,INV0001592,Pending,
INT0001597,CUST000160,Tech Pharma Limited,2024-12-09,Call,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Mishra,REP000028,INV0001593,Follow-up Required,
INT0001598,CUST000160,Tech Pharma Limited,2024-10-12,Meeting,General Inquiry,Answered questions about payment methods,Company,Rahul Mishra,REP000026,,Resolved,
INT0001601,CUST000161,Tata Healthcare Limited,2025-02-22,Video Call,Collection Call,Customer promised payment by next week,Company,Amit Mishra,REP000022,INV0001604,Follow-up Required,
INT0001602,CUST000161,Tata Healthcare Limited,2025-01-07,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0001604,Resolved,
INT0001603,CUST000161,Tata Healthcare Limited,2025-04-16,Email,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Joshi,REP000043,INV0001604,Pending,
INT0001604,CUST000161,Tata Healthcare Limited,2025-02-18,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Amit Mishra,REP000022,INV0001604,Follow-up Required,
INT0001605,CUST000161,Tata Healthcare Limited,2025-02-16,Video Call,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0001604,Resolved,
INT0001611,CUST000162,Reliance Healthcare Limited,2025-02-05,Chat,Payment Confirmation,Reconciled payment with outstanding invoices,Customer,Sunil Mishra,REP000024,INV0001614,Follow-up Required,
INT0001612,CUST000162,Reliance Healthcare Limited,2024-12-22,Video Call,Account Review,Updated customer contact information,Company,Anita Mishra,REP000036,,Resolved,
INT0001621,CUST000163,Infosys Healthcare Limited,2025-03-01,Chat,Account Review,Quarterly account review meeting,Company,Ashok Mishra,REP000030,,Follow-up Required,
INT0001622,CUST000163,Infosys Healthcare Limited,2025-04-14,Site Visit,Account Review,Negotiated new payment terms,Company,Ashok Joshi,REP000050,,Resolved,
INT0001631,CUST000164,Bharti Healthcare Limited,2024-11-19,Site Visit,General Inquiry,Responded to statement request,Company,Rajesh Gupta,REP000009,,Follow-up Required,
INT0001632,CUST000164,Bharti Healthcare Limited,2025-01-26,Video Call,Payment Confirmation,Received confirmation of payment transfer,Company,Ashok Gupta,REP000010,INV0001634,Resolved,
INT0001641,CUST000165,HDFC Healthcare Limited,2025-01-19,Meeting,Collection Call,Customer confirmed payment has been initiated,Company,Anil Mishra,REP000025,INV0001648,Follow-up Required,
INT0001642,CUST000165,HDFC Healthcare Limited,2025-01-25,Email,Collection Call,Left voicemail regarding overdue payment,Company,Anil Joshi,REP000045,INV0001643,Resolved,
INT0001643,CUST000165,HDFC Healthcare Limited,2024-12-08,Chat,Dispute Resolution,Discussed quality issues with recent shipment,Company,Rakesh Gupta,REP000008,INV0001644,Pending,
INT0001644,CUST000165,HDFC Healthcare Limited,2024-12-30,Email,Collection Call,Discussed payment of overdue invoices,Company,Priya Gupta,REP000011,INV0001643,Follow-up Required,
INT0001645,CUST000165,HDFC Healthcare Limited,2024-11-18,Email,General Inquiry,Responded to statement request,Customer,Sunita Mishra,REP000035,,Resolved,
INT0001646,CUST000165,HDFC Healthcare Limited,2025-03-03,Chat,Collection Call,Explained late payment fees and implications,Company,Geeta Mishra,REP000040,INV0001648,Pending,
INT0001647,CUST000165,HDFC Healthcare Limited,2025-03-09,Chat,General Inquiry,Addressed questions about online portal access,Company,Shalini Mishra,REP000039,,Follow-up Required,
INT0001648,CUST000165,HDFC Healthcare Limited,2025-02-23,Email,General Inquiry,Provided account balance information,Company,Anil Joshi,REP000045,,Resolved,
INT0001649,CUST000165,HDFC Healthcare Limited,2025-03-23,Email,Collection Call,Explained late payment fees and implications,Company,Anil Gupta,REP000005,INV0001647,Pending,
INT0001651,CUST000166,Wipro Healthcare Limited,2025-02-03,Chat,Collection Call,Discussed payment of overdue invoices,Company,Neha Gupta,REP000012,INV0001655,Follow-up Required,
INT0001652,CUST000166,Wipro Healthcare Limited,2024-11-06,Email,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Mishra,REP000023,INV0001655,Resolved,
INT0001653,CUST000166,Wipro Healthcare Limited,2025-01-03,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Priya Mishra,REP000031,INV0001655,Pending,
INT0001661,CUST000167,Mahindra Healthcare Limited,2024-12-03,Meeting,General Inquiry,Responded to statement request,Customer,Sunita Mishra,REP000035,,Follow-up Required,
INT0001662,CUST000167,Mahindra Healthcare Limited,2024-12-08,Call,Account Review,Negotiated new payment terms,Company,Rahul Joshi,REP000046,,Resolved,
INT0001663,CUST000167,Mahindra Healthcare Limited,2025-04-02,Meeting,Account Review,Reviewed credit limit and payment history,Company,Pooja Gupta,REP000013,,Pending,
INT0001664,CUST000167,Mahindra Healthcare Limited,2025-03-26,Chat,Collection Call,Discussed payment of overdue invoices,Company,Anil Gupta,REP000005,INV0001664,Follow-up Required,
INT0001665,CUST000167,Mahindra Healthcare Limited,2024-10-10,Chat,Collection Call,Customer promised payment by next week,Company,Rakesh Joshi,REP000048,INV0001664,Resolved,
INT0001666,CUST000167,Mahindra Healthcare Limited,2024-12-27,Email,Collection Call,Discussed payment of overdue invoices,Company,Shalini Gupta,REP000019,INV0001663,Pending,
INT0001667,CUST000167,Mahindra Healthcare Limited,2025-02-09,Meeting,Collection Call,Customer promised payment by next week,Company,Rakesh Mishra,REP000028,INV0001663,Follow-up Required,
INT0001668,CUST000167,Mahindra Healthcare Limited,2024-12-27,Site Visit,Account Review,Discussed upcoming orders and payment terms,Company,Anita Gupta,REP000016,,Resolved,
INT0001671,CUST000168,Birla Healthcare Limited,2025-01-06,Site Visit,Collection Call,Customer promised payment by next week,Company,Rahul Mishra,REP000026,INV0001672,Follow-up Required,
INT0001672,CUST000168,Birla Healthcare Limited,2024-11-13,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Kavita Mishra,REP000038,INV0001672,Resolved,
INT0001673,CUST000168,Birla Healthcare Limited,2025-03-02,Chat,Collection Call,Customer disputed invoice amount,Company,Meena Gupta,REP000017,INV0001672,Pending,
INT0001674,CUST000168,Birla Healthcare Limited,2024-10-15,Chat,Collection Call,Customer confirmed payment has been initiated,Company,Sunil Mishra,REP000024,INV0001672,Follow-up Required,
INT0001681,CUST000169,Adani Healthcare Limited,2025-01-20,Call,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Mishra,REP000027,INV0001688,Follow-up Required,
INT0001682,CUST000169,Adani Healthcare Limited,2024-11-10,Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Joshi,REP000050,INV0001688,Resolved,
INT0001683,CUST000169,Adani Healthcare Limited,2024-10-12,Chat,Payment Confirmation,Resolved payment allocation discrepancy,Company,Anil Mishra,REP000025,INV0001681,Pending,
INT0001684,CUST000169,Adani Healthcare Limited,2025-03-04,Video Call,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Amit Joshi,REP000042,INV0001682,Follow-up Required,
INT0001685,CUST000169,Adani Healthcare Limited,2025-02-09,Web Portal,Collection Call,Explained late payment fees and implications,Company,Geeta Gupta,REP000020,INV0001688,Resolved,
INT0001691,CUST000170,JSW Healthcare Limited,2025-03-07,Site Visit,Payment Confirmation,Updated records with new payment details,Company,Raj Joshi,REP000041,INV0001697,Follow-up Required,
INT0001692,CUST000170,JSW Healthcare Limited,2025-04-09,Email,Payment Confirmation,Updated records with new payment details,Customer,Rani Gupta,REP000014,INV0001691,Resolved,
INT0001693,CUST000170,JSW Healthcare Limited,2025-03-17,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Joshi,REP000044,INV0001695,Pending,
INT0001694,CUST000170,JSW Healthcare Limited,2025-04-11,Web Portal,Account Review,Addressed concerns about recent shipments,Company,Ashok Mishra,REP000030,,Follow-up Required,
INT0001695,CUST000170,JSW Healthcare Limited,2024-12-06,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Sanjay Joshi,REP000047,INV0001695,Resolved,
INT0001696,CUST000170,JSW Healthcare Limited,2025-03-06,Call,Payment Confirmation,Updated records with new payment details,Customer,Geeta Gupta,REP000020,INV0001695,Pending,
INT0001697,CUST000170,JSW Healthcare Limited,2025-02-04,Video Call,General Inquiry,Shared payment history report,Company,Ashok Gupta,REP000010,,Follow-up Required,
INT0001698,CUST000170,JSW Healthcare Limited,2024-12-18,Call,Collection Call,Discussed payment of overdue invoices,Company,Rahul Gupta,REP000006,INV0001697,Resolved,
INT0001699,CUST000170,JSW Healthcare Limited,2024-10-27,Site Visit,Collection Call,Arranged payment schedule for overdue amounts,Company,Shalini Mishra,REP000039,INV0001695,Pending,
INT0001700,CUST000170,JSW Healthcare Limited,2025-03-31,Email,Account Review,Updated customer contact information,Company,Raj Gupta,REP000001,,Follow-up Required,
INT0001701,CUST000170,JSW Healthcare Limited,2024-12-21,Call,Collection Call,Left voicemail regarding overdue payment,Company,Rahul Gupta,REP000006,INV0001691,Resolved,
INT0001701,CUST000171,Godrej Healthcare Limited,2025-01-03,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Vijay Joshi,REP000043,INV0001705,Follow-up Required,
INT0001702,CUST000171,Godrej Healthcare Limited,2024-10-15,Call,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0001702,Resolved,
INT0001703,CUST000171,Godrej Healthcare Limited,2024-10-20,Meeting,Payment Confirmation,Resolved payment allocation discrepancy,Company,Meena Gupta,REP000017,INV0001702,Pending,
INT0001704,CUST000171,Godrej Healthcare Limited,2025-02-25,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Neha Mishra,REP000032,INV0001702,Follow-up Required,
INT0001705,CUST000171,Godrej Healthcare Limited,2025-02-03,Meeting,Account Review,Reviewed credit limit and payment history,Company,Amit Gupta,REP000002,,Resolved,
INT0001706,CUST000171,Godrej Healthcare Limited,2024-12-28,Video Call,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0001702,Pending,
INT0001707,CUST000171,Godrej Healthcare Limited,2024-10-19,Web Portal,Dispute Resolution,Clarified invoice line items,Company,Priya Gupta,REP000011,INV0001703,Follow-up Required,
INT0001708,CUST000171,Godrej Healthcare Limited,2025-03-11,Email,Collection Call,Escalated to manager due to payment delays,Company,Anil Mishra,REP000025,INV0001703,Resolved,
INT0001711,CUST000172,L&T Healthcare Limited,2025-02-28,Web Portal,Collection Call,Explained late payment fees and implications,Company,Shalini Gupta,REP000019,INV0001711,Follow-up Required,
INT0001712,CUST000172,L&T Healthcare Limited,2025-02-09,Video Call,Collection Call,Customer confirmed payment has been initiated,Company,Rakesh Gupta,REP000008,INV0001711,Resolved,
INT0001713,CUST000172,L&T Healthcare Limited,2024-10-12,Meeting,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0001711,Pending,
INT0001714,CUST000172,L&T Healthcare Limited,2025-02-17,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rani Gupta,REP000014,INV0001711,Follow-up Required,
INT0001721,CUST000173,ICICI Healthcare Limited,2024-12-18,Call,General Inquiry,Shared payment history report,Customer,Shalini Mishra,REP000039,,Follow-up Required,
INT0001731,CUST000174,SBI Healthcare Limited,2024-11-28,Chat,Account Review,Updated customer contact information,Company,Rani Gupta,REP000014,,Follow-up Required,
INT0001741,CUST000175,TCS Healthcare Limited,2024-11-19,Site Visit,Collection Call,Customer disputed invoice amount,Company,Rakesh Gupta,REP000008,INV0001743,Follow-up Required,
INT0001742,CUST000175,TCS Healthcare Limited,2025-03-14,Call,Collection Call,Discussed payment of overdue invoices,Company,Ashok Gupta,REP000010,INV0001743,Resolved,
INT0001743,CUST000175,TCS Healthcare Limited,2025-01-20,Web Portal,General Inquiry,Responded to statement request,Customer,Priya Gupta,REP000011,,Pending,
INT0001744,CUST000175,TCS Healthcare Limited,2024-11-28,Video Call,Dispute Resolution,Customer reported incorrect billing,Company,Sanjay Joshi,REP000047,INV0001744,Follow-up Required,
INT0001745,CUST000175,TCS Healthcare Limited,2024-11-08,Chat,Collection Call,Customer disputed invoice amount,Company,Kavita Mishra,REP000038,INV0001741,Resolved,
INT0001751,CUST000176,Bajaj Healthcare Limited,2025-04-07,Web Portal,Collection Call,Customer confirmed payment has been initiated,Company,Anita Mishra,REP000036,INV0001751,Follow-up Required,
INT0001752,CUST000176,Bajaj Healthcare Limited,2025-02-17,Chat,Collection Call,Customer disputed invoice amount,Company,Meena Mishra,REP000037,INV0001751,Resolved,
INT0001753,CUST000176,Bajaj Healthcare Limited,2025-03-16,Call,Payment Confirmation,Reconciled payment with outstanding invoices,Company,Sunil Gupta,REP000004,INV0001752,Pending,
INT0001761,CUST000177,HCL Healthcare Limited,2025-02-14,Email,Collection Call,Arranged payment schedule for overdue amounts,Company,Pooja Mishra,REP000033,INV0001761,Follow-up Required,
INT0001762,CUST000177,HCL Healthcare Limited,2024-12-08,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Mishra,REP000023,INV0001762,Resolved,
INT0001763,CUST000177,HCL Healthcare Limited,2025-03-26,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Ashok Gupta,REP000010,INV0001762,Pending,
INT0001764,CUST000177,HCL Healthcare Limited,2025-03-31,Call,Collection Call,Explained late payment fees and implications,Company,Neha Gupta,REP000012,INV0001762,Follow-up Required,
