case_id,customer_id,customer_name,invoice_id,case_open_date,amount_due,days_overdue,priority,status,assigned_to,collector_id,collection_strategy,last_action_date,next_action_date,resolution_date,notes
CASE000469,CUST000360,Tech Chemicals Limited,INV0003593,2025-03-26,74485.34,30,Low,Open,Neha Mishra,REP000032,Standard Follow-up,2025-04-15,2025-05-09,,
CASE000470,CUST000361,Tata Logistics Limited,INV0003603,2025-01-27,4529934.18,88,Critical,In Progress,Sunil Mishra,REP000024,Payment Plan,2025-04-05,2025-05-03,,
CASE000471,CUST000362,Reliance Logistics Limited,INV0003614,2025-01-19,1554396.74,99,Critical,Pending Customer,Rakesh Mishra,REP000028,Legal Action Warning,2025-02-11,2025-05-04,,
CASE000472,CUST000363,Infosys Logistics Limited,INV0003622,2024-11-21,131797.52,161,Critical,Escalated,Kavita Gupta,REP000018,Legal Action Warning,2025-03-18,2025-05-01,,
CASE000473,CUST000363,Infosys Logistics Limited,INV0003623,2025-03-28,206675.22,29,Medium,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-03-30,2025-04-25,,
CASE000474,CUST000365,HDFC Logistics Limited,INV0003643,2025-03-12,17257.79,47,Medium,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-03,2025-05-04,,
CASE000475,CUST000365,HDFC Logistics Limited,INV0003644,2024-12-28,46114.85,117,Critical,Escalated,Ashok Joshi,REP000050,Settlement Offer,2025-03-26,2025-05-05,,
CASE000476,CUST000366,Wipro Logistics Limited,INV0003654,2024-12-27,2048482.29,118,Critical,Escalated,Sanjay Mishra,REP000027,Legal Action Warning,2025-02-23,2025-05-04,,
CASE000477,CUST000367,Mahindra Logistics Limited,INV0003661,2025-01-16,250587.44,102,Critical,In Progress,Priya Gupta,REP000011,Legal Action Warning,2025-03-08,2025-05-02,,
CASE000478,CUST000368,Birla Logistics Limited,INV0003672,2025-04-05,80661.40,20,Low,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-15,2025-04-28,,
CASE000479,CUST000369,Adani Logistics Limited,INV0003686,2025-01-21,292773.89,99,Critical,Pending Customer,Raj Gupta,REP000001,Settlement Offer,2025-03-29,2025-05-08,,
CASE000480,CUST000370,JSW Logistics Limited,INV0003694,2025-04-17,114314.73,9,Medium,Open,Sanjay Gupta,REP000007,Standard Follow-up,2025-04-17,2025-04-24,,
CASE000481,CUST000371,Godrej Logistics Limited,INV0003702,2024-12-07,60327.12,143,Critical,Pending Customer,Anil Gupta,REP000005,Legal Action Warning,2025-01-19,2025-04-26,,
CASE000482,CUST000371,Godrej Logistics Limited,INV0003705,2025-02-07,46505.97,77,High,Open,Meena Mishra,REP000037,Intensive Collection,2025-03-18,2025-04-27,,
CASE000483,CUST000373,ICICI Logistics Limited,INV0003722,2025-01-19,457452.90,100,Critical,In Progress,Amit Gupta,REP000002,Legal Action Warning,2025-02-01,2025-04-27,,
CASE000484,CUST000374,SBI Logistics Limited,INV0003732,2025-03-30,53111.82,28,Low,Open,Amit Mishra,REP000022,Standard Follow-up,2025-04-05,2025-04-24,,
CASE000485,CUST000374,SBI Logistics Limited,INV0003736,2025-01-29,74586.68,90,High,In Progress,Anita Gupta,REP000016,Intensive Collection,2025-01-29,2025-04-19,,
CASE000486,CUST000375,TCS Logistics Limited,INV0003742,2025-01-15,464939.71,102,Critical,In Progress,Vijay Gupta,REP000003,Legal Action Warning,2025-01-20,2025-05-08,,
CASE000487,CUST000375,TCS Logistics Limited,INV0003746,2025-03-21,88927.75,41,Medium,In Progress,Rajesh Joshi,REP000049,Standard Follow-up,2025-04-02,2025-04-21,,
CASE000488,CUST000377,HCL Logistics Limited,INV0003765,2024-12-10,437030.46,137,Critical,Escalated,Rajesh Mishra,REP000029,Settlement Offer,2025-03-07,2025-04-22,,
CASE000489,CUST000378,Hindustan Logistics Limited,INV0003771,2025-01-14,1606736.64,104,Critical,Escalated,Priya Gupta,REP000011,Settlement Offer,2025-03-09,2025-05-05,,
CASE000490,CUST000379,Indian Logistics Limited,INV0003785,2025-04-16,506472.82,7,High,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-16,2025-05-01,,
CASE000492,CUST000380,Tech Logistics Limited,INV0003795,2025-04-05,72955.66,24,Low,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-04-13,2025-05-02,,
CASE000493,CUST000381,Tata Infrastructure Limited,INV0003803,2025-01-27,183425.98,91,Critical,Escalated,Geeta Mishra,REP000040,Settlement Offer,2025-03-17,2025-04-22,,
CASE000494,CUST000382,Reliance Infrastructure Limited,INV0003812,2025-04-14,414811.30,18,Medium,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-04-14,2025-05-03,,
CASE000495,CUST000382,Reliance Infrastructure Limited,INV0003813,2025-01-04,426539.34,116,Critical,Pending Customer,Anil Gupta,REP000005,Settlement Offer,2025-01-13,2025-05-09,,
CASE000496,CUST000382,Reliance Infrastructure Limited,INV0003815,2024-12-21,188845.07,123,Critical,Escalated,Anil Mishra,REP000025,Legal Action Warning,2025-01-26,2025-04-21,,
CASE000497,CUST000383,Infosys Infrastructure Limited,INV0003823,2025-01-28,163916.03,90,High,Open,Amit Joshi,REP000042,Payment Plan,2025-04-12,2025-04-29,,
CASE000498,CUST000384,Bharti Infrastructure Limited,INV0003834,2025-03-30,2122259.24,33,Critical,In Progress,Raj Mishra,REP000021,Standard Follow-up,2025-04-13,2025-04-22,,
CASE000499,CUST000386,Wipro Infrastructure Limited,INV0003853,2025-04-08,482710.48,16,Medium,Open,Meena Gupta,REP000017,Standard Follow-up,2025-04-14,2025-04-28,,
CASE000500,CUST000386,Wipro Infrastructure Limited,INV0003857,2025-01-05,142816.58,111,Critical,Pending Customer,Meena Mishra,REP000037,Legal Action Warning,2025-01-26,2025-04-27,,
CASE000501,CUST000387,Mahindra Infrastructure Limited,INV0003863,2025-03-22,5223763.37,32,Critical,In Progress,Meena Gupta,REP000017,Standard Follow-up,2025-03-25,2025-04-22,,
CASE000502,CUST000388,Birla Infrastructure Limited,INV0003874,2025-01-16,429802.35,99,Critical,In Progress,Neha Mishra,REP000032,Settlement Offer,2025-02-21,2025-05-07,,
CASE000503,CUST000388,Birla Infrastructure Limited,INV0003875,2025-03-08,399808.90,47,Medium,Open,Sanjay Gupta,REP000007,Standard Follow-up,2025-04-03,2025-05-08,,
CASE000504,CUST000388,Birla Infrastructure Limited,INV0003876,2025-04-15,322512.02,15,Medium,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-17,2025-05-03,,
CASE000505,CUST000388,Birla Infrastructure Limited,INV0003877,2025-04-17,537789.93,7,High,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-04-17,2025-04-30,,
CASE000506,CUST000389,Adani Infrastructure Limited,INV0003881,2025-03-11,47792.63,48,Medium,Open,Anita Gupta,REP000016,Standard Follow-up,2025-03-12,2025-04-21,,
CASE000507,CUST000389,Adani Infrastructure Limited,INV0003882,2025-01-10,90519.97,105,Critical,Escalated,Sunil Gupta,REP000004,Legal Action Warning,2025-03-17,2025-04-29,,
CASE000508,CUST000390,JSW Infrastructure Limited,INV0003895,2024-12-20,1570114.94,131,Critical,Escalated,Ashok Mishra,REP000030,Legal Action Warning,2025-01-04,2025-04-30,,
CASE000509,CUST000391,Godrej Infrastructure Limited,INV0003903,2024-12-07,117925.38,140,Critical,Escalated,Pooja Gupta,REP000013,Legal Action Warning,2025-03-26,2025-04-30,,
CASE000510,CUST000392,L&T Infrastructure Limited,INV0003914,2025-04-02,17891.63,28,Low,In Progress,Meena Mishra,REP000037,Standard Follow-up,2025-04-13,2025-04-30,,
CASE000511,CUST000394,SBI Infrastructure Limited,INV0003932,2024-12-23,289616.31,130,Critical,Escalated,Anita Gupta,REP000016,Legal Action Warning,2025-04-16,2025-04-22,,
CASE000512,CUST000396,Bajaj Infrastructure Limited,INV0003953,2025-04-17,403644.93,11,Medium,In Progress,Priya Gupta,REP000011,Standard Follow-up,2025-04-17,2025-05-02,,
CASE000513,CUST000397,HCL Infrastructure Limited,INV0003965,2025-02-07,909547.72,83,High,Pending Customer,Anita Mishra,REP000036,Intensive Collection,2025-03-17,2025-04-22,,
CASE000514,CUST000398,Hindustan Infrastructure Limited,INV0003972,2025-04-15,119534.90,16,Medium,Open,Rani Gupta,REP000014,Standard Follow-up,2025-04-15,2025-05-04,,
CASE000515,CUST000398,Hindustan Infrastructure Limited,INV0003973,2025-04-12,210074.74,16,Medium,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-04-14,2025-04-21,,
CASE000516,CUST000398,Hindustan Infrastructure Limited,INV0003975,2025-02-01,114755.00,86,High,In Progress,Rahul Joshi,REP000046,Intensive Collection,2025-04-12,2025-05-02,,
CASE000517,CUST000399,Indian Infrastructure Limited,INV0003982,2025-04-07,252936.11,16,Medium,In Progress,Rakesh Gupta,REP000008,Standard Follow-up,2025-04-10,2025-05-01,,
CASE000518,CUST000400,Tech Infrastructure Limited,INV0003994,2025-01-27,775174.41,95,Critical,In Progress,Anita Gupta,REP000016,Legal Action Warning,2025-03-13,2025-05-06,,
CASE000519,CUST000401,Tata Tech Enterprises,INV0004007,2025-01-03,702404.60,114,Critical,Escalated,Neha Gupta,REP000012,Settlement Offer,2025-01-27,2025-04-29,,
CASE000520,CUST000402,Reliance Tech Enterprises,INV0004011,2025-03-13,50325.17,44,Medium,Open,Sanjay Joshi,REP000047,Standard Follow-up,2025-04-08,2025-04-22,,
CASE000521,CUST000403,Infosys Tech Enterprises,INV0004024,2025-03-11,105697.32,48,Medium,Open,Ashok Joshi,REP000050,Standard Follow-up,2025-03-16,2025-04-23,,
CASE000522,CUST000403,Infosys Tech Enterprises,INV0004027,2025-04-15,44550.83,8,Low,In Progress,Geeta Mishra,REP000040,Standard Follow-up,2025-04-16,2025-04-22,,
CASE000524,CUST000404,Bharti Tech Enterprises,INV0004036,2025-01-12,405806.45,105,Critical,Pending Customer,Anil Joshi,REP000045,Legal Action Warning,2025-01-20,2025-05-09,,
CASE000525,CUST000404,Bharti Tech Enterprises,INV0004037,2024-12-19,152582.34,129,Critical,Escalated,Sunil Gupta,REP000004,Legal Action Warning,2024-12-28,2025-05-01,,
CASE000526,CUST000405,HDFC Tech Enterprises,INV0004041,2025-04-17,98391.72,8,Low,Open,Rahul Mishra,REP000026,Standard Follow-up,2025-04-17,2025-04-27,,
CASE000527,CUST000405,HDFC Tech Enterprises,INV0004042,2025-01-29,76669.28,87,High,Pending Customer,Raj Gupta,REP000001,Payment Plan,2025-02-09,2025-04-22,,
CASE000528,CUST000405,HDFC Tech Enterprises,INV0004045,2025-04-17,72828.38,8,Low,In Progress,Ashok Mishra,REP000030,Standard Follow-up,2025-04-17,2025-05-01,,
CASE000529,CUST000406,Wipro Tech Enterprises,INV0004051,2025-02-05,57038.67,82,High,Pending Customer,Raj Joshi,REP000041,Intensive Collection,2025-02-14,2025-05-05,,
CASE000530,CUST000408,Birla Tech Enterprises,INV0004073,2025-02-21,469182.20,70,High,In Progress,Kavita Gupta,REP000018,Intensive Collection,2025-04-14,2025-04-29,,
CASE000531,CUST000408,Birla Tech Enterprises,INV0004076,2025-04-08,493006.88,20,Medium,Open,Shalini Mishra,REP000039,Standard Follow-up,2025-04-15,2025-05-02,,
CASE000532,CUST000409,Adani Tech Enterprises,INV0004082,2025-02-15,391904.21,68,High,In Progress,Amit Gupta,REP000002,Payment Plan,2025-03-02,2025-05-05,,
CASE000533,CUST000409,Adani Tech Enterprises,INV0004085,2025-03-03,320264.02,52,Medium,Open,Sunita Gupta,REP000015,Standard Follow-up,2025-04-02,2025-05-02,,
CASE000534,CUST000410,JSW Tech Enterprises,INV0004092,2025-03-29,1759247.84,27,Critical,In Progress,Meena Mishra,REP000037,Standard Follow-up,2025-04-02,2025-05-09,,
CASE000535,CUST000413,ICICI Tech Enterprises,INV0004121,2025-01-15,14929.89,105,Critical,Pending Customer,Rajesh Mishra,REP000029,Legal Action Warning,2025-03-16,2025-05-09,,
CASE000536,CUST000416,Bajaj Tech Enterprises,INV0004154,2025-03-03,55027.79,60,Medium,Open,Rajesh Gupta,REP000009,Standard Follow-up,2025-04-05,2025-04-24,,
CASE000537,CUST000419,Indian Tech Enterprises,INV0004183,2025-03-12,18604.57,50,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-18,2025-05-07,,
CASE000538,CUST000420,Tech Tech Enterprises,INV0004191,2025-03-19,95298.24,38,Medium,Open,Sanjay Mishra,REP000027,Standard Follow-up,2025-04-07,2025-05-09,,
CASE000539,CUST000421,Tata Info Enterprises,INV0004205,2025-03-06,93724.75,53,Medium,Open,Rajesh Mishra,REP000029,Standard Follow-up,2025-03-22,2025-05-08,,
CASE000540,CUST000422,Reliance Info Enterprises,INV0004211,2025-01-11,93840.02,105,Critical,In Progress,Neha Gupta,REP000012,Settlement Offer,2025-04-10,2025-04-21,,
CASE000541,CUST000422,Reliance Info Enterprises,INV0004212,2024-12-08,514222.74,137,Critical,In Progress,Sanjay Mishra,REP000027,Settlement Offer,2025-02-25,2025-04-30,,
CASE000542,CUST000422,Reliance Info Enterprises,INV0004217,2025-01-08,424322.98,107,Critical,Pending Customer,Sunita Gupta,REP000015,Legal Action Warning,2025-03-01,2025-04-27,,
CASE000543,CUST000423,Infosys Info Enterprises,INV0004228,2025-04-09,1650597.68,17,Critical,Open,Sunita Mishra,REP000035,Standard Follow-up,2025-04-12,2025-05-08,,
CASE000544,CUST000424,Bharti Info Enterprises,INV0004233,2025-01-24,530142.82,92,Critical,Escalated,Vijay Joshi,REP000043,Legal Action Warning,2025-02-04,2025-05-07,,
CASE000545,CUST000424,Bharti Info Enterprises,INV0004235,2025-03-28,2011470.05,30,Critical,Open,Ashok Mishra,REP000030,Standard Follow-up,2025-04-08,2025-05-02,,
CASE000546,CUST000425,HDFC Info Enterprises,INV0004242,2024-12-29,74032.29,123,Critical,Pending Customer,Ashok Gupta,REP000010,Legal Action Warning,2025-01-19,2025-04-19,,
CASE000547,CUST000426,Wipro Info Enterprises,INV0004258,2025-02-06,441351.70,79,High,In Progress,Anil Gupta,REP000005,Intensive Collection,2025-04-10,2025-05-03,,
CASE000548,CUST000427,Mahindra Info Enterprises,INV0004267,2025-04-03,96848.59,27,Low,In Progress,Vijay Mishra,REP000023,Standard Follow-up,2025-04-09,2025-05-01,,
CASE000549,CUST000428,Birla Info Enterprises,INV0004273,2024-12-04,899330.52,148,Critical,Pending Customer,Rahul Gupta,REP000006,Settlement Offer,2024-12-15,2025-04-27,,
CASE000551,CUST000429,Adani Info Enterprises,INV0004283,2025-03-20,2007245.13,41,Critical,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-27,2025-04-30,,
CASE000552,CUST000430,JSW Info Enterprises,INV0004291,2025-02-24,846644.09,67,High,In Progress,Ashok Gupta,REP000010,Intensive Collection,2025-03-10,2025-05-05,,
CASE000553,CUST000430,JSW Info Enterprises,INV0004294,2025-04-04,415909.48,22,Medium,Open,Amit Gupta,REP000002,Standard Follow-up,2025-04-07,2025-05-01,,
CASE000554,CUST000435,TCS Info Enterprises,INV0004341,2025-03-13,300542.72,50,Medium,Open,Pooja Mishra,REP000033,Standard Follow-up,2025-03-14,2025-04-28,,
CASE000555,CUST000435,TCS Info Enterprises,INV0004346,2025-03-20,244884.21,38,Medium,Open,Rakesh Mishra,REP000028,Standard Follow-up,2025-03-21,2025-04-29,,
CASE000556,CUST000437,HCL Info Enterprises,INV0004361,2025-01-09,215712.96,109,Critical,Escalated,Vijay Joshi,REP000043,Settlement Offer,2025-03-23,2025-04-27,,
CASE000557,CUST000438,Hindustan Info Enterprises,INV0004377,2025-04-10,1862921.54,15,Critical,Open,Anita Gupta,REP000016,Standard Follow-up,2025-04-10,2025-04-30,,
CASE000558,CUST000440,Tech Info Enterprises,INV0004391,2025-03-26,300101.01,37,Medium,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-26,2025-05-02,,
CASE000559,CUST000440,Tech Info Enterprises,INV0004392,2025-02-26,263912.40,61,High,Open,Rani Gupta,REP000014,Intensive Collection,2025-03-28,2025-05-08,,
CASE000560,CUST000440,Tech Info Enterprises,INV0004395,2025-03-02,546780.12,54,High,Open,Neha Gupta,REP000012,Standard Follow-up,2025-03-15,2025-04-19,,
CASE000561,CUST000441,Tata Auto Enterprises,INV0004401,2025-02-06,490364.22,81,High,In Progress,Ashok Mishra,REP000030,Payment Plan,2025-03-09,2025-05-02,,
CASE000562,CUST000442,Reliance Auto Enterprises,INV0004411,2025-01-15,423105.18,102,Critical,In Progress,Rajesh Joshi,REP000049,Legal Action Warning,2025-03-17,2025-04-22,,
CASE000563,CUST000442,Reliance Auto Enterprises,INV0004412,2025-03-13,883591.56,46,High,Open,Sunil Joshi,REP000044,Standard Follow-up,2025-03-24,2025-04-30,,
CASE000564,CUST000442,Reliance Auto Enterprises,INV0004414,2025-04-11,702503.87,16,High,In Progress,Anil Joshi,REP000045,Standard Follow-up,2025-04-12,2025-04-25,,
CASE000565,CUST000443,Infosys Auto Enterprises,INV0004421,2025-02-14,456005.00,77,High,In Progress,Rani Mishra,REP000034,Intensive Collection,2025-02-14,2025-04-28,,
CASE000566,CUST000444,Bharti Auto Enterprises,INV0004434,2025-01-21,96750.38,100,Critical,Pending Customer,Sanjay Joshi,REP000047,Legal Action Warning,2025-03-13,2025-05-04,,
CASE000567,CUST000444,Bharti Auto Enterprises,INV0004435,2025-02-12,104946.89,70,High,Open,Anil Joshi,REP000045,Payment Plan,2025-03-02,2025-05-03,,
CASE000568,CUST000445,HDFC Auto Enterprises,INV0004442,2024-12-07,69888.74,140,Critical,In Progress,Priya Mishra,REP000031,Legal Action Warning,2024-12-30,2025-04-20,,
CASE000569,CUST000446,Wipro Auto Enterprises,INV0004453,2025-01-22,289787.78,94,Critical,Escalated,Kavita Mishra,REP000038,Legal Action Warning,2025-03-08,2025-04-21,,
CASE000570,CUST000446,Wipro Auto Enterprises,INV0004454,2025-03-17,455246.88,40,Medium,In Progress,Neha Mishra,REP000032,Standard Follow-up,2025-03-31,2025-05-09,,
CASE000571,CUST000446,Wipro Auto Enterprises,INV0004458,2025-01-14,523498.17,102,Critical,Pending Customer,Ashok Mishra,REP000030,Legal Action Warning,2025-03-29,2025-04-29,,
CASE000572,CUST000448,Birla Auto Enterprises,INV0004473,2025-02-10,540562.65,76,High,Open,Rakesh Mishra,REP000028,Payment Plan,2025-04-04,2025-05-07,,
CASE000573,CUST000449,Adani Auto Enterprises,INV0004485,2025-04-07,150085.45,19,Medium,In Progress,Pooja Mishra,REP000033,Standard Follow-up,2025-04-16,2025-04-19,,
CASE000574,CUST000449,Adani Auto Enterprises,INV0004486,2025-04-11,208307.24,16,Medium,Open,Rajesh Mishra,REP000029,Standard Follow-up,2025-04-16,2025-05-09,,
CASE000575,CUST000451,Godrej Auto Enterprises,INV0004501,2025-01-09,3105105.18,109,Critical,Pending Customer,Kavita Gupta,REP000018,Legal Action Warning,2025-02-10,2025-04-19,,
CASE000576,CUST000451,Godrej Auto Enterprises,INV0004503,2025-04-08,4595197.26,19,Critical,Open,Anita Mishra,REP000036,Standard Follow-up,2025-04-13,2025-04-30,,
CASE000577,CUST000452,L&T Auto Enterprises,INV0004511,2024-11-26,245289.28,154,Critical,Escalated,Geeta Gupta,REP000020,Legal Action Warning,2025-01-12,2025-04-24,,
CASE000578,CUST000452,L&T Auto Enterprises,INV0004512,2024-11-27,267208.12,147,Critical,Pending Customer,Sanjay Joshi,REP000047,Legal Action Warning,2024-12-14,2025-05-06,,
CASE000580,CUST000453,ICICI Auto Enterprises,INV0004525,2025-03-31,584319.79,32,High,Open,Shalini Gupta,REP000019,Standard Follow-up,2025-04-11,2025-05-07,,
CASE000581,CUST000454,SBI Auto Enterprises,INV0004533,2025-04-10,36332.89,16,Low,In Progress,Ashok Joshi,REP000050,Standard Follow-up,2025-04-17,2025-04-27,,
CASE000582,CUST000454,SBI Auto Enterprises,INV0004534,2025-03-17,102877.53,41,Medium,Open,Kavita Gupta,REP000018,Standard Follow-up,2025-03-23,2025-04-25,,
CASE000583,CUST000455,TCS Auto Enterprises,INV0004545,2024-12-03,64807.42,147,Critical,Escalated,Neha Mishra,REP000032,Legal Action Warning,2025-01-19,2025-05-03,,
CASE000584,CUST000456,Bajaj Auto Enterprises,INV0004553,2025-02-12,400292.85,71,High,In Progress,Pooja Gupta,REP000013,Intensive Collection,2025-04-12,2025-04-30,,
CASE000585,CUST000457,HCL Auto Enterprises,INV0004561,2024-11-25,945132.40,154,Critical,Pending Customer,Kavita Mishra,REP000038,Legal Action Warning,2025-01-06,2025-05-03,,
CASE000586,CUST000457,HCL Auto Enterprises,INV0004563,2025-01-13,1886023.19,103,Critical,Escalated,Rahul Gupta,REP000006,Legal Action Warning,2025-03-03,2025-04-28,,
CASE000587,CUST000457,HCL Auto Enterprises,INV0004565,2025-01-27,694907.23,86,High,In Progress,Neha Mishra,REP000032,Payment Plan,2025-02-24,2025-04-27,,
CASE000588,CUST000457,HCL Auto Enterprises,INV0004568,2024-12-16,523559.98,132,Critical,In Progress,Sanjay Joshi,REP000047,Settlement Offer,2024-12-17,2025-05-04,,
CASE000589,CUST000458,Hindustan Auto Enterprises,INV0004573,2025-02-14,963883.73,76,High,Open,Sunita Gupta,REP000015,Intensive Collection,2025-04-14,2025-04-26,,
CASE000590,CUST000460,Tech Auto Enterprises,INV0004591,2025-04-11,68022.33,12,Low,In Progress,Anil Mishra,REP000025,Standard Follow-up,2025-04-16,2025-05-04,,
CASE000591,CUST000460,Tech Auto Enterprises,INV0004592,2025-02-20,88885.91,69,High,In Progress,Sanjay Mishra,REP000027,Payment Plan,2025-03-09,2025-05-08,,
CASE000592,CUST000460,Tech Auto Enterprises,INV0004594,2024-12-06,46931.81,138,Critical,In Progress,Neha Gupta,REP000012,Legal Action Warning,2025-02-17,2025-04-23,,
CASE000593,CUST000461,Tata Fin Enterprises,INV0004602,2025-03-22,423195.82,41,Medium,Open,Shalini Mishra,REP000039,Standard Follow-up,2025-03-30,2025-05-05,,
CASE000594,CUST000462,Reliance Fin Enterprises,INV0004612,2024-11-26,304171.96,157,Critical,Escalated,Rahul Joshi,REP000046,Legal Action Warning,2025-03-17,2025-04-26,,
