interaction_id,customer_id,customer_name,interaction_date,interaction_type,purpose,summary,initiated_by,handled_by,rep_id,related_invoice,outcome,notes
INT0001601,CUST000161,Tata Healthcare Limited,2025-01-25,Meeting,Account Review,Reviewed credit limit and payment history,Company,Sanjay Mishra,REP000027,,Follow-up Required,
INT0001602,CUST000161,Tata Healthcare Limited,2025-02-02,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Ashok Gupta,REP000010,INV0001601,Resolved,
INT0001603,CUST000161,Tata Healthcare Limited,2025-03-11,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Meena Gupta,REP000017,INV0001601,Pending,
INT0001604,CUST000161,Tata Healthcare Limited,2024-10-04,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Mishra,REP000029,INV0001601,Follow-up Required,
INT0001611,CUST000162,Reliance Healthcare Limited,2025-04-12,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Sanjay Gupta,REP000007,INV0001612,Follow-up Required,
INT0001612,CUST000162,Reliance Healthcare Limited,2024-12-28,Email,Collection Call,Customer confirmed payment has been initiated,Company,Rahul Gupta,REP000006,INV0001612,Resolved,
INT0001613,CUST000162,Reliance Healthcare Limited,2025-01-26,Video Call,Collection Call,Customer promised payment by next week,Company,Rahul Joshi,REP000046,INV0001612,Pending,
INT0001614,CUST000162,Reliance Healthcare Limited,2025-03-31,Site Visit,Payment Confirmation,Updated records with new payment details,Company,Rajesh Joshi,REP000049,INV0001612,Follow-up Required,
INT0001615,CUST000162,Reliance Healthcare Limited,2024-12-22,Site Visit,Collection Call,Left voicemail regarding overdue payment,Company,Rajesh Gupta,REP000009,INV0001612,Resolved,
INT0001621,CUST000163,Infosys Healthcare Limited,2024-11-08,Chat,Dispute Resolution,Processing refund for returned items,Company,Sanjay Mishra,REP000027,INV0001624,Follow-up Required,
INT0001622,CUST000163,Infosys Healthcare Limited,2025-02-15,Video Call,General Inquiry,Shared payment history report,Customer,Rahul Mishra,REP000026,,Resolved,
INT0001623,CUST000163,Infosys Healthcare Limited,2025-01-03,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Meena Mishra,REP000037,INV0001622,Pending,
INT0001624,CUST000163,Infosys Healthcare Limited,2025-02-04,Web Portal,Dispute Resolution,Clarified invoice line items,Company,Rahul Mishra,REP000026,INV0001626,Follow-up Required,
INT0001625,CUST000163,Infosys Healthcare Limited,2025-03-20,Email,Collection Call,Escalated to manager due to payment delays,Company,Rani Mishra,REP000034,INV0001623,Resolved,
INT0001626,CUST000163,Infosys Healthcare Limited,2025-04-05,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Ashok Mishra,REP000030,INV0001622,Pending,
INT0001631,CUST000164,Bharti Healthcare Limited,2025-02-28,Call,Dispute Resolution,Customer reported incorrect billing,Customer,Kavita Gupta,REP000018,INV0001631,Follow-up Required,
INT0001641,CUST000165,HDFC Healthcare Limited,2024-10-06,Meeting,Collection Call,Explained late payment fees and implications,Company,Rani Mishra,REP000034,INV0001644,Follow-up Required,
INT0001642,CUST000165,HDFC Healthcare Limited,2024-11-01,Chat,Collection Call,Left voicemail regarding overdue payment,Company,Raj Joshi,REP000041,INV0001646,Resolved,
INT0001643,CUST000165,HDFC Healthcare Limited,2025-02-14,Call,Account Review,Discussed upcoming orders and payment terms,Company,Sunita Mishra,REP000035,,Pending,
INT0001644,CUST000165,HDFC Healthcare Limited,2024-10-06,Email,Dispute Resolution,Customer reported incorrect billing,Company,Ashok Gupta,REP000010,INV0001646,Follow-up Required,
INT0001645,CUST000165,HDFC Healthcare Limited,2024-12-07,Video Call,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Joshi,REP000042,INV0001644,Resolved,
INT0001646,CUST000165,HDFC Healthcare Limited,2025-02-15,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Amit Mishra,REP000022,INV0001646,Pending,
INT0001647,CUST000165,HDFC Healthcare Limited,2025-01-22,Chat,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0001646,Follow-up Required,
INT0001651,CUST000166,Wipro Healthcare Limited,2024-12-13,Chat,Collection Call,Arranged payment schedule for overdue amounts,Company,Rahul Joshi,REP000046,INV0001654,Follow-up Required,
INT0001652,CUST000166,Wipro Healthcare Limited,2025-04-05,Meeting,Collection Call,Explained late payment fees and implications,Company,Sanjay Mishra,REP000027,INV0001655,Resolved,
INT0001653,CUST000166,Wipro Healthcare Limited,2025-02-21,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Ashok Joshi,REP000050,INV0001655,Pending,
INT0001654,CUST000166,Wipro Healthcare Limited,2025-01-18,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Raj Joshi,REP000041,INV0001654,Follow-up Required,
INT0001655,CUST000166,Wipro Healthcare Limited,2024-12-26,Video Call,Collection Call,Customer disputed invoice amount,Company,Vijay Joshi,REP000043,INV0001655,Resolved,
INT0001661,CUST000167,Mahindra Healthcare Limited,2024-12-01,Chat,Collection Call,Explained late payment fees and implications,Company,Vijay Joshi,REP000043,INV0001661,Follow-up Required,
INT0001662,CUST000167,Mahindra Healthcare Limited,2025-02-05,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Rajesh Gupta,REP000009,INV0001661,Resolved,
INT0001663,CUST000167,Mahindra Healthcare Limited,2025-03-11,Call,Collection Call,Customer disputed invoice amount,Company,Geeta Gupta,REP000020,INV0001661,Pending,
INT0001664,CUST000167,Mahindra Healthcare Limited,2024-10-09,Chat,Collection Call,Customer disputed invoice amount,Company,Shalini Mishra,REP000039,INV0001665,Follow-up Required,
INT0001665,CUST000167,Mahindra Healthcare Limited,2025-01-01,Chat,Collection Call,Customer disputed invoice amount,Company,Ashok Joshi,REP000050,INV0001665,Resolved,
INT0001666,CUST000167,Mahindra Healthcare Limited,2025-01-18,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Pooja Mishra,REP000033,INV0001665,Pending,
INT0001667,CUST000167,Mahindra Healthcare Limited,2024-10-04,Email,Collection Call,Left voicemail regarding overdue payment,Company,Rakesh Joshi,REP000048,INV0001665,Follow-up Required,
INT0001671,CUST000168,Birla Healthcare Limited,2025-02-21,Email,Collection Call,Escalated to manager due to payment delays,Company,Rahul Joshi,REP000046,INV0001674,Follow-up Required,
INT0001672,CUST000168,Birla Healthcare Limited,2024-11-21,Email,Collection Call,Explained late payment fees and implications,Company,Anil Joshi,REP000045,INV0001674,Resolved,
INT0001673,CUST000168,Birla Healthcare Limited,2025-02-20,Chat,Collection Call,Explained late payment fees and implications,Company,Raj Gupta,REP000001,INV0001674,Pending,
INT0001674,CUST000168,Birla Healthcare Limited,2024-11-09,Meeting,Payment Confirmation,Verified payment receipt for invoice,Customer,Priya Mishra,REP000031,INV0001674,Follow-up Required,
INT0001675,CUST000168,Birla Healthcare Limited,2025-04-12,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Rajesh Gupta,REP000009,INV0001674,Resolved,
INT0001681,CUST000169,Adani Healthcare Limited,2024-11-14,Email,Account Review,Discussed upcoming orders and payment terms,Company,Sanjay Mishra,REP000027,,Follow-up Required,
INT0001682,CUST000169,Adani Healthcare Limited,2025-01-15,Site Visit,Collection Call,Explained late payment fees and implications,Company,Meena Mishra,REP000037,INV0001681,Resolved,
INT0001683,CUST000169,Adani Healthcare Limited,2024-10-17,Web Portal,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Gupta,REP000019,INV0001681,Pending,
INT0001684,CUST000169,Adani Healthcare Limited,2024-12-03,Site Visit,Collection Call,Customer confirmed payment has been initiated,Company,Vijay Gupta,REP000003,INV0001681,Follow-up Required,
INT0001685,CUST000169,Adani Healthcare Limited,2025-02-05,Call,Collection Call,Customer promised payment by next week,Company,Rajesh Joshi,REP000049,INV0001681,Resolved,
INT0001691,CUST000170,JSW Healthcare Limited,2024-11-23,Email,Collection Call,Customer confirmed payment has been initiated,Company,Sunita Gupta,REP000015,INV0001691,Follow-up Required,
INT0001692,CUST000170,JSW Healthcare Limited,2025-02-10,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Sunita Mishra,REP000035,INV0001691,Resolved,
INT0001693,CUST000170,JSW Healthcare Limited,2024-11-23,Call,Collection Call,Customer promised payment by next week,Company,Sunil Joshi,REP000044,INV0001691,Pending,
INT0001694,CUST000170,JSW Healthcare Limited,2024-10-02,Meeting,Collection Call,Explained late payment fees and implications,Company,Sunil Mishra,REP000024,INV0001691,Follow-up Required,
INT0001695,CUST000170,JSW Healthcare Limited,2024-11-05,Web Portal,Collection Call,Explained late payment fees and implications,Company,Sunil Mishra,REP000024,INV0001691,Resolved,
INT0001701,CUST000171,Godrej Healthcare Limited,2024-11-16,Site Visit,Collection Call,Explained late payment fees and implications,Company,Sunil Gupta,REP000004,INV0001701,Follow-up Required,
INT0001702,CUST000171,Godrej Healthcare Limited,2025-03-20,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sunil Gupta,REP000004,INV0001701,Resolved,
INT0001703,CUST000171,Godrej Healthcare Limited,2024-11-08,Chat,Collection Call,Explained late payment fees and implications,Company,Raj Gupta,REP000001,INV0001703,Pending,
INT0001704,CUST000171,Godrej Healthcare Limited,2024-11-26,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Vijay Gupta,REP000003,INV0001703,Follow-up Required,
INT0001705,CUST000171,Godrej Healthcare Limited,2024-10-29,Call,General Inquiry,Explained invoice details,Company,Rahul Gupta,REP000006,,Resolved,
INT0001711,CUST000172,L&T Healthcare Limited,2025-04-11,Web Portal,Collection Call,Customer disputed invoice amount,Company,Sunil Mishra,REP000024,INV0001713,Follow-up Required,
INT0001712,CUST000172,L&T Healthcare Limited,2024-11-27,Video Call,Collection Call,Left voicemail regarding overdue payment,Company,Shalini Gupta,REP000019,INV0001713,Resolved,
INT0001713,CUST000172,L&T Healthcare Limited,2024-10-21,Email,General Inquiry,Answered questions about payment methods,Company,Rajesh Gupta,REP000009,,Pending,
INT0001714,CUST000172,L&T Healthcare Limited,2024-12-14,Web Portal,Dispute Resolution,Customer reported incorrect billing,Company,Rani Mishra,REP000034,INV0001712,Follow-up Required,
INT0001715,CUST000172,L&T Healthcare Limited,2025-04-12,Meeting,Collection Call,Left voicemail regarding overdue payment,Company,Sunil Mishra,REP000024,INV0001713,Resolved,
INT0001721,CUST000173,ICICI Healthcare Limited,2025-01-29,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Sunil Joshi,REP000044,INV0001722,Follow-up Required,
INT0001722,CUST000173,ICICI Healthcare Limited,2025-03-04,Web Portal,Payment Confirmation,Received confirmation of payment transfer,Company,Ashok Mishra,REP000030,INV0001727,Resolved,
INT0001723,CUST000173,ICICI Healthcare Limited,2025-04-05,Meeting,Dispute Resolution,Created credit note for billing error,Company,Rani Mishra,REP000034,INV0001727,Pending,
INT0001724,CUST000173,ICICI Healthcare Limited,2025-01-22,Video Call,General Inquiry,Addressed questions about online portal access,Company,Rani Mishra,REP000034,,Follow-up Required,
INT0001725,CUST000173,ICICI Healthcare Limited,2025-03-24,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Amit Mishra,REP000022,INV0001725,Resolved,
INT0001726,CUST000173,ICICI Healthcare Limited,2024-11-27,Video Call,Payment Confirmation,Resolved payment allocation discrepancy,Company,Pooja Mishra,REP000033,INV0001721,Pending,
INT0001727,CUST000173,ICICI Healthcare Limited,2025-01-25,Web Portal,Collection Call,Explained late payment fees and implications,Company,Rahul Joshi,REP000046,INV0001723,Follow-up Required,
INT0001728,CUST000173,ICICI Healthcare Limited,2025-01-04,Video Call,Collection Call,Discussed payment of overdue invoices,Company,Geeta Mishra,REP000040,INV0001724,Resolved,
INT0001729,CUST000173,ICICI Healthcare Limited,2024-12-22,Web Portal,Collection Call,Arranged payment schedule for overdue amounts,Company,Amit Gupta,REP000002,INV0001723,Pending,
INT0001730,CUST000173,ICICI Healthcare Limited,2025-02-19,Chat,Collection Call,Customer promised payment by next week,Company,Meena Mishra,REP000037,INV0001722,Follow-up Required,
INT0001731,CUST000173,ICICI Healthcare Limited,2025-02-20,Meeting,Collection Call,Escalated to manager due to payment delays,Company,Anil Mishra,REP000025,INV0001724,Resolved,
INT0001732,CUST000173,ICICI Healthcare Limited,2025-03-17,Site Visit,Collection Call,Explained late payment fees and implications,Company,Raj Mishra,REP000021,INV0001724,Pending,
INT0001733,CUST000173,ICICI Healthcare Limited,2024-12-26,Call,Collection Call,Customer disputed invoice amount,Company,Geeta Mishra,REP000040,INV0001722,Follow-up Required,
INT0001731,CUST000174,SBI Healthcare Limited,2024-12-16,Chat,Collection Call,Discussed payment of overdue invoices,Company,Rajesh Joshi,REP000049,INV0001733,Follow-up Required,
INT0001732,CUST000174,SBI Healthcare Limited,2024-11-04,Web Portal,Collection Call,Discussed payment of overdue invoices,Company,Rakesh Mishra,REP000028,INV0001731,Resolved,
INT0001733,CUST000174,SBI Healthcare Limited,2024-10-04,Video Call,Collection Call,Escalated to manager due to payment delays,Company,Sanjay Mishra,REP000027,INV0001731,Pending,
INT0001734,CUST000174,SBI Healthcare Limited,2025-03-27,Meeting,Collection Call,Discussed payment of overdue invoices,Company,Rahul Mishra,REP000026,INV0001731,Follow-up Required,
INT0001735,CUST000174,SBI Healthcare Limited,2024-11-16,Call,General Inquiry,Responded to statement request,Company,Amit Gupta,REP000002,,Resolved,
INT0001736,CUST000174,SBI Healthcare Limited,2025-03-25,Call,Collection Call,Explained late payment fees and implications,Company,Shalini Gupta,REP000019,INV0001733,Pending,
INT0001737,CUST000174,SBI Healthcare Limited,2025-02-02,Video Call,Dispute Resolution,Discussed quality issues with recent shipment,Customer,Geeta Mishra,REP000040,INV0001735,Follow-up Required,
INT0001741,CUST000175,TCS Healthcare Limited,2025-04-12,Site Visit,Dispute Resolution,Processing refund for returned items,Company,Shalini Mishra,REP000039,INV0001744,Follow-up Required,
INT0001742,CUST000175,TCS Healthcare Limited,2025-02-08,Web Portal,Dispute Resolution,Discussed quality issues with recent shipment,Company,Shalini Mishra,REP000039,INV0001744,Resolved,
INT0001743,CUST000175,TCS Healthcare Limited,2025-02-05,Call,Account Review,Addressed concerns about recent shipments,Company,Kavita Gupta,REP000018,,Pending,
INT0001751,CUST000176,Bajaj Healthcare Limited,2025-02-09,Call,Dispute Resolution,Resolved shipping discrepancy,Company,Rajesh Gupta,REP000009,INV0001751,Follow-up Required,
INT0001761,CUST000177,HCL Healthcare Limited,2025-03-19,Video Call,Collection Call,Customer disputed invoice amount,Company,Pooja Mishra,REP000033,INV0001762,Follow-up Required,
INT0001762,CUST000177,HCL Healthcare Limited,2024-11-12,Site Visit,Payment Confirmation,Updated records with new payment details,Company,Geeta Mishra,REP000040,INV0001764,Resolved,
INT0001763,CUST000177,HCL Healthcare Limited,2024-10-05,Video Call,Collection Call,Explained late payment fees and implications,Company,Rakesh Joshi,REP000048,INV0001762,Pending,
INT0001764,CUST000177,HCL Healthcare Limited,2025-03-04,Chat,Dispute Resolution,Created credit note for billing error,Company,Neha Gupta,REP000012,INV0001762,Follow-up Required,
INT0001765,CUST000177,HCL Healthcare Limited,2025-03-07,Site Visit,General Inquiry,Responded to statement request,Company,Rahul Gupta,REP000006,,Resolved,
INT0001766,CUST000177,HCL Healthcare Limited,2025-03-14,Email,General Inquiry,Explained invoice details,Customer,Ashok Mishra,REP000030,,Pending,
INT0001767,CUST000177,HCL Healthcare Limited,2024-10-31,Web Portal,Collection Call,Customer disputed invoice amount,Company,Rahul Mishra,REP000026,INV0001762,Follow-up Required,
INT0001768,CUST000177,HCL Healthcare Limited,2024-10-18,Email,General Inquiry,Provided account balance information,Company,Ashok Mishra,REP000030,,Resolved,
